Group,Segment,Normalized by Length,Normalized by Weight,Normalized by Cost,Dollars per Kg,CAE per Meter
"('PETG_05',)",overall,5.70125888747997,1812.8659475466525,1812.8659475466525,1.0,5.70125888747997
