Group,Segment,Normalized by Length,Normalized by Weight,Normalized by Cost,Dollars per Kg,CAE per Meter
"('PLA_04',)",overall,8.239766742595497,2767.6610190071215,2767.6610190071215,1.0,8.239766742595497
