Group,Segment,Normalized by Length,Normalized by Weight,Normalized by Cost,Dollars per Kg,CAE per Meter
"('PLA_02',)",overall,4.12437562533947,1303.2686715083635,1303.2686715083635,1.0,4.12437562533947
