Group,Segment,Normalized by Length,Normalized by Weight,Normalized by Cost,Dollars per Kg,CAE per Meter
"('PETG_01',)",overall,11.650943368511266,3286.7162110495165,3286.7162110495165,1.0,11.650943368511266
