Group,Segment,Normalized by Length,Normalized by Weight,Normalized by Cost,Dollars per Kg,CAE per Meter
"('PETG_04',)",overall,7.557810448599276,1685.4769821394987,1685.4769821394987,1.0,7.557810448599276
