Group,Segment,CAE,Normalized by Length,Normalized by Weight,Normalized by Cost,Average Deviation,Avg Dev Normalized by Length,Avg Dev Normalized by Weight,Avg Dev Normalized by Cost
PETG_03,first,523.6006290469967,9.766266971050714,523.6006290469967,11.482469935241156,0.014551737786865563,0.00027142090409234377,0.014551737786865563,0.0003191170567295079
PETG_03,second,764.6426376744192,14.260628530678023,764.6426376744192,16.768478896368844,0.021248336510710255,0.00039628268022781144,0.021248336510710255,0.0004659722919015407
PETG_03,third,618.1467991081813,11.530715794283825,618.1467991081813,13.555850857635555,0.0171807665334829,0.0003204846103083417,0.0171807665334829,0.0003767711959097127
PETG_03,fourth,455.46963659907834,8.49453453746327,455.46963659907834,9.988369223663998,0.012656856460820274,0.0002360510903535617,0.012656856460820274,0.0002775626416846551
PETG_03,fifth,501.99619882656384,9.364079061528692,501.99619882656384,11.008688570757979,0.013952477801677752,0.00026026512858969654,0.013952477801677752,0.00030597539038767
PETG_03,sixth,411.6302425175362,7.699821838119514,411.6302425175362,9.026979002577548,0.011472734538798077,0.00021460525204491528,0.011472734538798077,0.00025159505567539644
